iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.5273,11401,-0.00403,0.57958,0.9081,0.00210,0.0126,1.0017,,0.83005,0.6758,0.6841,0.5000,0.3944,8.6
2,256,0,0.4297,11155,-0.00163,0.59194,0.9286,0.00140,0.0084,1.0028,,0.82481,0.6768,0.6853,0.4949,0.3202,8.1
3,256,0,0.4414,10606,-0.00164,0.57001,0.9186,0.00082,0.0022,1.0041,,0.81800,0.6796,0.6862,0.4898,0.2660,7.7
4,256,0,0.4492,11595,0.00213,0.57941,0.9360,0.00016,0.0012,1.0035,,0.84453,0.6678,0.6847,0.4847,0.2334,8.3
5,256,0,0.4414,10908,-0.00246,0.55963,0.9283,0.00026,0.0101,1.0026,,0.83238,0.6740,0.6847,0.4797,0.2196,8.0
6,256,0,0.4766,11250,-0.00150,0.56807,0.9541,0.00091,0.0059,1.0031,,0.82686,0.6738,0.6859,0.4746,0.2363,7.9
7,256,0,0.4609,11188,-0.00152,0.57304,0.9631,0.00080,0.0028,1.0021,,0.85118,0.6657,0.6865,0.4695,0.2469,8.1
8,256,0,0.4570,11024,-0.00123,0.56476,0.9421,0.00073,0.0018,1.0022,,0.84474,0.6654,0.6856,0.4644,0.2478,7.9
9,256,0,0.4180,10975,-0.00131,0.55080,0.9421,0.00151,0.0077,1.0031,,0.83861,0.6760,0.6841,0.4593,0.2229,8.0
10,256,0,0.4180,11332,0.00572,0.53925,0.9750,0.00083,0.0031,1.0028,0.6440,0.83598,0.6755,0.6856,0.4542,0.2203,15.3
11,256,0,0.4805,10840,-0.00138,0.53200,0.9594,0.00091,0.0029,1.0035,,0.83965,0.6741,0.6871,0.4492,0.2409,7.7
12,256,0,0.4297,10995,-0.00227,0.53271,0.9137,0.00130,0.0028,1.0050,,0.82498,0.6798,0.6877,0.4441,0.2329,8.1
13,256,0,0.4766,10955,-0.00198,0.53768,0.9357,0.00102,0.0059,1.0073,,0.82762,0.6821,0.6862,0.4390,0.2530,7.9
14,256,0,0.4922,11362,0.00385,0.57349,0.9196,0.00135,0.0064,1.0083,,0.83753,0.6741,0.6880,0.4339,0.2610,8.3
15,256,0,0.4805,11237,-0.00210,0.56201,0.9242,0.00104,0.0098,1.0080,,0.83509,0.6714,0.6832,0.4288,0.2396,8.2
16,256,0,0.4531,11402,-0.00551,0.54434,0.9384,0.00066,0.0074,1.0073,,0.82856,0.6771,0.6853,0.4237,0.2315,8.4
17,256,0,0.4531,11057,-0.00119,0.52790,0.9184,0.00092,0.0053,1.0069,,0.82600,0.6774,0.6822,0.4186,0.2276,8.1
18,256,0,0.4297,11119,-0.00136,0.51980,0.9325,0.00091,0.0045,1.0071,,0.82649,0.6760,0.6835,0.4136,0.2193,8.0
19,256,0,0.4844,10872,-0.00190,0.53453,0.9104,0.00032,0.0018,1.0082,,0.82984,0.6762,0.6813,0.4085,0.2428,7.9
20,256,0,0.4375,11420,0.00178,0.53496,0.9032,0.00092,0.0098,1.0079,0.7323,0.83282,0.6764,0.6819,0.4034,0.2469,15.7
21,256,0,0.4258,11132,-0.00155,0.54006,0.8966,0.00072,0.0050,1.0108,,0.82498,0.6749,0.6810,0.3983,0.2441,7.9
22,256,0,0.5039,11421,0.00059,0.54028,0.9031,0.00053,0.0045,1.0121,,0.82140,0.6735,0.6856,0.3932,0.2560,8.3
23,256,0,0.4570,11227,-0.00128,0.54371,0.9231,0.00177,0.0048,1.0120,,0.82380,0.6760,0.6847,0.3881,0.2542,8.1
24,256,0,0.4727,10907,-0.00224,0.53503,0.9143,0.00068,0.0118,1.0119,,0.82457,0.6816,0.6847,0.3831,0.2662,7.8
25,256,0,0.4883,11097,-0.00180,0.56045,0.9064,0.00108,0.0088,1.0117,,0.82210,0.6782,0.6862,0.3780,0.2741,7.9
26,256,0,0.5078,11077,-0.00169,0.53432,0.9301,0.00153,0.0064,1.0122,,0.83225,0.6710,0.6904,0.3729,0.2861,8.0
27,256,0,0.4414,10994,-0.00198,0.50569,0.8868,0.00109,0.0039,1.0131,,0.81759,0.6770,0.6859,0.3678,0.2618,8.0
28,256,0,0.5156,11083,-0.00196,0.54572,0.8904,0.00059,0.0045,1.0129,,0.80788,0.6850,0.6856,0.3627,0.2876,8.3
29,256,0,0.4336,11131,-0.00160,0.53612,0.8951,0.00090,0.0084,1.0125,,0.81554,0.6829,0.6889,0.3576,0.2613,8.1
30,256,0,0.4883,11101,-0.00138,0.52023,0.9449,0.00172,0.0054,1.0124,0.7432,0.82717,0.6795,0.6877,0.3525,0.2653,15.3
31,256,0,0.4180,10849,-0.00076,0.52890,0.9204,0.00146,0.0062,1.0110,,0.81099,0.6794,0.6853,0.3475,0.2607,7.8
32,256,0,0.4570,10673,-0.00066,0.52803,0.9200,0.00159,0.0078,1.0114,,0.83994,0.6699,0.6859,0.3424,0.2871,7.7
33,256,0,0.5195,10829,-0.00159,0.52486,0.9083,0.00054,0.0056,1.0112,,0.83464,0.6731,0.6856,0.3373,0.2696,7.9
34,256,0,0.4219,11050,-0.00142,0.51894,0.9230,0.00096,0.0026,1.0085,,0.80671,0.6875,0.6877,0.3322,0.2598,8.0
35,256,0,0.4219,11035,-0.00204,0.51485,0.9367,0.00087,0.0070,1.0087,,0.82704,0.6688,0.6859,0.3271,0.2525,8.0
36,256,0,0.4961,11103,-0.00268,0.52866,0.9258,0.00139,0.0079,1.0087,,0.81574,0.6747,0.6880,0.3220,0.2352,8.1
37,256,0,0.4805,11383,-0.00264,0.52858,0.9355,0.00137,0.0107,1.0070,,0.81608,0.6769,0.6844,0.3169,0.2467,8.1
38,256,0,0.4648,11256,-0.00203,0.51605,0.9051,0.00153,0.0043,1.0081,,0.81788,0.6763,0.6832,0.3119,0.2727,8.2
39,256,0,0.4766,11120,-0.00183,0.51246,0.9087,0.00122,0.0069,1.0102,,0.81643,0.6778,0.6883,0.3068,0.2623,8.1
40,256,0,0.4141,10899,-0.00039,0.51858,0.9063,0.00043,0.0021,1.0112,0.6916,0.82362,0.6749,0.6868,0.3017,0.2602,15.1
41,256,0,0.4609,10777,-0.00310,0.49392,0.9026,0.00092,0.0031,1.0111,,0.82493,0.6769,0.6844,0.2966,0.2488,7.8
42,256,0,0.4688,10923,-0.00152,0.51767,0.8933,0.00097,0.0054,1.0123,,0.81389,0.6768,0.6871,0.2915,0.2679,7.9
43,256,0,0.4844,11114,-0.00219,0.54736,0.8975,0.00092,0.0049,1.0115,,0.80912,0.6825,0.6844,0.2864,0.2823,8.0
44,256,0,0.4766,11028,-0.00137,0.51596,0.8903,0.00165,0.0038,1.0112,,0.82278,0.6767,0.6853,0.2814,0.2610,8.1
