iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.6367,9666,-0.00554,0.58651,0.9552,0.00181,0.0198,1.0008,,0.64984,0.7677,0.6530,0.5000,0.4167,7.9
2,256,0,0.5586,9885,-0.00299,0.60272,0.9416,0.00136,0.0122,1.0007,,0.64249,0.7739,0.6523,0.4949,0.3868,7.7
3,256,0,0.5977,9898,-0.00291,0.60098,0.9374,0.00156,0.0095,0.9998,,0.64495,0.7729,0.6538,0.4898,0.3881,7.8
4,256,0,0.5273,10191,-0.00335,0.60701,0.9206,0.00207,0.0185,0.9997,,0.64925,0.7659,0.6536,0.4847,0.4017,7.9
5,256,0,0.4883,9959,-0.00320,0.60000,0.9379,0.00078,0.0089,0.9995,,0.65466,0.7709,0.6520,0.4797,0.3562,7.8
6,256,0,0.4766,9848,-0.00222,0.58191,0.9200,0.00291,0.0179,1.0004,,0.65807,0.7642,0.6525,0.4746,0.3534,7.8
7,256,0,0.4805,9890,-0.00320,0.58254,0.9256,0.00136,0.0112,1.0007,,0.65692,0.7664,0.6507,0.4695,0.3474,7.8
8,256,0,0.5508,10160,-0.00326,0.59292,0.9045,0.00244,0.0112,1.0005,,0.64996,0.7728,0.6493,0.4644,0.3677,8.2
9,256,0,0.4766,9160,-0.00306,0.58214,0.9311,0.00093,0.0092,1.0006,,0.65670,0.7668,0.6485,0.4593,0.3555,7.3
10,256,0,0.5039,9897,-0.00294,0.58662,0.9265,0.00150,0.0170,1.0011,0.7255,0.66051,0.7655,0.6487,0.4542,0.3506,14.3
11,256,0,0.5312,9671,-0.00359,0.57580,0.9227,0.00182,0.0160,1.0008,,0.65519,0.7633,0.6489,0.4492,0.3320,7.6
12,256,0,0.4648,9567,-0.00300,0.58551,0.9293,0.00186,0.0088,0.9999,,0.63636,0.7726,0.6498,0.4441,0.3415,7.7
