iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.6094,8592,-0.00386,0.54846,0.8078,0.00383,0.0269,0.9998,,0.73836,0.7271,0.6704,0.5000,0.4727,7.5
2,256,0,0.6387,9048,-0.00186,0.53238,0.7897,0.00126,0.0016,1.0001,,0.74108,0.7293,0.6680,0.4949,0.4613,7.7
3,256,0,0.6133,9223,0.00002,0.53794,0.8162,0.00069,0.0094,1.0012,,0.75656,0.7228,0.6676,0.4898,0.4294,7.8
4,256,0,0.5664,8665,-0.00158,0.55723,0.8051,0.00117,0.0074,1.0022,,0.73539,0.7283,0.6676,0.4847,0.3874,7.2
5,256,0,0.5996,9067,-0.00148,0.53860,0.7947,0.00138,0.0055,1.0025,,0.73368,0.7263,0.6696,0.4797,0.3979,7.7
6,256,0,0.5898,8986,-0.00234,0.54945,0.7906,0.00056,0.0031,1.0037,,0.74839,0.7177,0.6688,0.4746,0.3581,7.7
7,256,0,0.5391,8606,-0.00185,0.53878,0.7893,0.00005,0.0031,1.0033,,0.74226,0.7221,0.6668,0.4695,0.3257,7.5
8,256,0,0.5098,8981,-0.00080,0.54288,0.7851,0.00096,0.0013,1.0038,,0.75201,0.7256,0.6668,0.4644,0.3339,7.7
9,256,0,0.5137,8911,-0.00243,0.53955,0.7932,0.00189,0.0118,1.0048,,0.74238,0.7237,0.6684,0.4593,0.3266,7.6
10,256,0,0.5508,8663,-0.00027,0.53764,0.7861,0.00062,0.0034,1.0056,0.7717,0.73147,0.7330,0.6700,0.4542,0.3369,14.9
11,256,0,0.6055,8626,-0.00018,0.52568,0.7631,0.00135,0.0082,1.0061,,0.74465,0.7201,0.6700,0.4492,0.3981,7.4
12,256,0,0.5430,8610,-0.00086,0.50507,0.7788,0.00084,0.0013,1.0062,,0.74299,0.7257,0.6696,0.4441,0.3802,7.3
13,256,0,0.4766,8734,-0.00080,0.51767,0.7858,0.00131,0.0046,1.0077,,0.73671,0.7263,0.6672,0.4390,0.3602,7.6
14,256,0,0.5098,8595,-0.00108,0.52917,0.7858,0.00025,0.0025,1.0075,,0.75410,0.7233,0.6725,0.4339,0.3188,7.4
15,256,0,0.5820,8773,-0.00008,0.52231,0.7554,0.00050,0.0008,1.0067,,0.72543,0.7284,0.6713,0.4288,0.3511,7.4
16,256,0,0.5547,8935,-0.00270,0.52570,0.7673,0.00121,0.0051,1.0072,,0.72258,0.7298,0.6672,0.4237,0.3358,7.6
17,256,0,0.5078,9191,-0.00147,0.51374,0.7702,0.00112,0.0032,1.0079,,0.72700,0.7348,0.6692,0.4186,0.2982,7.9
18,256,0,0.5078,8795,-0.00076,0.50659,0.7790,-0.00022,0.0088,1.0097,,0.73620,0.7306,0.6692,0.4136,0.2945,7.5
