iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.4531,9765,-0.00130,0.58068,0.8824,0.00057,0.0052,1.0019,,0.75289,0.7346,0.6235,0.3000,0.4160,8.0
2,256,0,0.4805,10340,0.00081,0.56042,0.8790,0.00242,0.0073,1.0009,,0.76590,0.7306,0.6157,0.2958,0.3652,8.2
3,256,0,0.5039,9895,-0.00302,0.53167,0.8516,0.00160,0.0086,1.0014,,0.76026,0.7300,0.6255,0.2915,0.3536,7.7
4,256,0,0.4883,9486,-0.00431,0.51300,0.8670,0.00087,0.0055,1.0012,,0.77083,0.7286,0.6176,0.2873,0.3614,7.6
5,256,0,0.4961,9863,-0.00066,0.50470,0.8611,0.00044,0.0035,1.0018,,0.76871,0.7300,0.6157,0.2831,0.3710,7.7
6,256,0,0.3984,9737,-0.00465,0.50407,0.8403,-0.00013,0.0063,1.0034,,0.74888,0.7376,0.6078,0.2788,0.3574,7.6
7,256,0,0.4414,9654,-0.00222,0.50685,0.8447,0.00057,0.0026,1.0024,,0.76093,0.7276,0.6157,0.2746,0.3543,8.0
8,256,0,0.4570,9405,-0.00349,0.48121,0.8473,0.00117,0.0062,1.0029,,0.75854,0.7336,0.6059,0.2703,0.3286,7.5
9,256,0,0.4531,9561,-0.00266,0.47909,0.8435,0.00112,0.0050,1.0032,,0.77902,0.7210,0.6020,0.2661,0.3500,7.9
10,256,0,0.4766,9576,0.00074,0.49072,0.7951,0.00153,0.0090,1.0024,0.7750,0.76196,0.7284,0.6098,0.2619,0.3689,10.6
11,256,0,0.4766,9690,-0.00332,0.50555,0.8180,0.00113,0.0059,1.0026,,0.76575,0.7245,0.6078,0.2576,0.3845,7.6
12,256,0,0.4492,9479,-0.00356,0.51973,0.8108,0.00164,0.0051,1.0040,,0.77294,0.7269,0.6000,0.2534,0.3909,7.5
13,256,0,0.4961,9957,-0.00116,0.51443,0.8347,0.00126,0.0094,1.0023,,0.77922,0.7228,0.6039,0.2492,0.3874,7.9
14,256,0,0.4336,9570,-0.00374,0.50606,0.8065,0.00181,0.0110,1.0052,,0.77146,0.7237,0.5902,0.2449,0.3790,7.5
15,256,0,0.4883,9563,-0.00063,0.52743,0.8128,0.00124,0.0129,1.0054,,0.75478,0.7292,0.6000,0.2407,0.3614,7.8
16,256,0,0.5234,9396,-0.00539,0.50758,0.8317,0.00112,0.0074,1.0045,,0.76766,0.7314,0.6059,0.2364,0.3798,7.5
17,256,0,0.4570,9266,-0.00464,0.50361,0.8270,0.00081,0.0125,1.0021,,0.75749,0.7311,0.6059,0.2322,0.3878,7.3
18,256,0,0.4766,9707,-0.00200,0.53499,0.8349,0.00223,0.0111,1.0014,,0.76926,0.7297,0.6000,0.2280,0.3957,7.7
19,256,0,0.4453,9689,-0.00474,0.49778,0.8327,0.00059,0.0054,0.9999,,0.75793,0.7324,0.5961,0.2237,0.3642,7.5
20,256,0,0.5273,9373,-0.00176,0.52011,0.8128,0.00174,0.0063,0.9992,0.7000,0.76403,0.7305,0.5961,0.2195,0.3961,10.5
21,256,0,0.4609,9691,-0.00207,0.49003,0.8106,0.00129,0.0050,0.9982,,0.75377,0.7299,0.6039,0.2153,0.3807,7.7
22,256,0,0.5156,9456,-0.00644,0.48858,0.8161,0.00228,0.0087,0.9999,,0.76962,0.7269,0.6078,0.2110,0.3830,7.4
23,256,0,0.5195,9243,0.00767,0.49058,0.7659,0.00160,0.0235,1.0041,,0.77985,0.7253,0.6000,0.2068,0.3995,7.4
24,256,0,0.4688,9857,-0.00236,0.50888,0.8101,0.00166,0.0174,1.0041,,0.76505,0.7278,0.6000,0.2025,0.3930,7.6
