iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.3555,10838,-0.00521,0.58216,0.9129,0.00258,0.0200,0.9992,,0.84283,0.7085,0.6368,0.3000,0.3773,8.8
2,256,0,0.3164,11440,-0.00043,0.55688,0.9515,0.00250,0.0207,0.9987,,0.83070,0.7069,0.6391,0.2958,0.3031,9.2
3,256,0,0.3125,11821,-0.00324,0.51069,0.9456,0.00190,0.0135,0.9981,,0.83749,0.7089,0.6368,0.2915,0.2610,9.3
4,256,0,0.3242,11769,-0.00422,0.49126,0.9466,0.00110,0.0137,0.9993,,0.83753,0.7084,0.6333,0.2873,0.2306,9.5
5,256,0,0.2891,12033,-0.00258,0.48126,0.9527,0.00219,0.0100,1.0006,,0.83314,0.7104,0.6299,0.2831,0.2055,9.4
6,256,0,0.2578,12135,-0.00343,0.46395,0.9211,0.00238,0.0194,1.0019,,0.82545,0.7156,0.6264,0.2788,0.2018,9.5
7,256,0,0.2812,11774,-0.00449,0.45966,0.9377,0.00119,0.0095,1.0027,,0.82490,0.7161,0.6264,0.2746,0.1779,9.1
8,256,0,0.2305,12332,0.00729,0.42420,0.9093,0.00268,0.0259,1.0018,,0.82716,0.7106,0.6287,0.2703,0.1683,9.7
9,256,0,0.3125,11255,-0.00396,0.45686,0.9217,0.00189,0.0165,1.0028,,0.82338,0.7133,0.6287,0.2661,0.1565,9.2
10,256,0,0.3047,10681,-0.00468,0.46625,0.8957,0.00131,0.0098,1.0037,0.4500,0.82063,0.7157,0.6253,0.2619,0.1611,12.5
11,256,0,0.2891,11762,-0.00508,0.45671,0.9104,0.00209,0.0161,1.0033,,0.83614,0.7129,0.6299,0.2576,0.1498,9.2
12,256,0,0.3203,11365,-0.00806,0.47337,0.8900,0.00215,0.0174,1.0015,,0.83802,0.7088,0.6276,0.2534,0.1310,9.0
13,256,0,0.2852,12333,-0.00115,0.44442,0.8908,0.00166,0.0222,1.0039,,0.84276,0.7088,0.6253,0.2492,0.1459,9.5
14,256,0,0.2812,11944,-0.00356,0.44662,0.8946,0.00165,0.0076,1.0045,,0.84861,0.7075,0.6276,0.2449,0.1286,9.5
15,256,0,0.2227,12339,0.00097,0.40804,0.8841,0.00217,0.0178,1.0063,,0.83142,0.7102,0.6253,0.2407,0.1352,9.5
16,256,0,0.3047,11787,-0.00173,0.44568,0.9041,0.00164,0.0156,1.0058,,0.84620,0.7062,0.6299,0.2364,0.1375,9.3
17,256,0,0.2773,11537,-0.00538,0.42009,0.8897,0.00108,0.0086,1.0049,,0.84632,0.7042,0.6264,0.2322,0.1099,9.4
18,256,0,0.3047,11762,-0.00212,0.44235,0.8990,0.00188,0.0152,1.0051,,0.83540,0.7064,0.6391,0.2280,0.1239,9.2
