iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.3438,9144,-0.00266,0.60354,1.1254,0.00238,0.0116,1.0007,,1.12953,0.5898,0.4745,0.3000,0.3977,8.1
2,256,0,0.4062,9081,-0.00087,0.55848,1.1063,0.00083,0.0040,1.0004,,1.12076,0.5973,0.4665,0.2958,0.3170,7.6
3,256,0,0.3984,8981,-0.00075,0.52980,1.1194,0.00057,0.0003,1.0011,,1.14398,0.5897,0.4638,0.2915,0.2653,7.5
4,256,0,0.3516,8624,-0.00400,0.49892,1.1037,0.00059,0.0036,1.0027,,1.12908,0.5960,0.4638,0.2873,0.2365,7.2
5,256,0,0.3066,8750,-0.00247,0.50393,1.1150,0.00132,0.0039,1.0018,,1.12979,0.5914,0.4638,0.2831,0.2109,7.3
6,256,0,0.3359,8899,-0.00093,0.48990,1.1201,0.00051,0.0017,1.0033,,1.13344,0.5956,0.4638,0.2788,0.1873,7.4
7,256,0,0.3203,8771,-0.00007,0.49014,1.0944,0.00040,0.0001,1.0037,,1.12502,0.5984,0.4638,0.2746,0.1702,7.4
8,256,0,0.2891,9117,-0.00101,0.48096,1.1090,0.00022,0.0000,1.0049,,1.11654,0.5968,0.4718,0.2703,0.1603,7.6
9,256,0,0.3145,8847,-0.00239,0.50657,1.0965,0.00018,0.0004,1.0046,,1.12556,0.5888,0.4718,0.2661,0.1523,7.5
10,256,0,0.4004,9257,-0.01485,0.50727,1.1093,0.00081,0.0016,1.0064,0.5000,1.11468,0.5939,0.4772,0.2619,0.1510,10.6
11,256,0,0.3203,8843,0.00012,0.47927,1.0735,0.00100,0.0042,1.0059,,1.12473,0.6008,0.4665,0.2576,0.1519,7.4
12,256,0,0.3438,8971,-0.00218,0.46910,1.1067,0.00106,0.0041,1.0051,,1.11054,0.6098,0.4584,0.2534,0.1292,7.5
13,256,0,0.3203,8674,-0.00216,0.46101,1.0814,0.00116,0.0132,1.0059,,1.11779,0.5959,0.4692,0.2492,0.1177,7.2
14,256,0,0.3711,9050,-0.00155,0.50563,1.1013,0.00122,0.0067,1.0063,,1.12341,0.5968,0.4584,0.2449,0.1413,7.3
15,256,0,0.3340,8682,-0.00051,0.46827,1.1022,0.00042,0.0009,1.0053,,1.10211,0.6108,0.4584,0.2407,0.1513,7.0
16,256,0,0.3555,8967,-0.00241,0.46249,1.1106,0.00107,0.0042,1.0074,,1.11636,0.5972,0.4665,0.2364,0.1594,7.5
17,256,0,0.3516,8910,-0.00147,0.45580,1.0926,0.00069,0.0009,1.0090,,1.11815,0.6030,0.4718,0.2322,0.1620,7.4
18,256,0,0.3320,8682,-0.00398,0.46551,1.0692,0.00027,0.0002,1.0079,,1.13237,0.5933,0.4611,0.2280,0.1619,7.1
19,256,0,0.2734,8742,-0.00111,0.45448,1.0820,0.00104,0.0027,1.0070,,1.08438,0.6059,0.4665,0.2237,0.1487,7.1
20,256,0,0.3203,9001,-0.00145,0.45182,1.0954,0.00116,0.0050,1.0048,0.4250,1.11811,0.5929,0.4611,0.2195,0.1492,10.5
21,256,0,0.3477,8930,-0.00174,0.49156,1.0883,0.00082,0.0036,1.0031,,1.11867,0.5956,0.4638,0.2153,0.1582,7.2
22,256,0,0.3359,8759,-0.00267,0.47399,1.1136,0.00094,0.0040,1.0025,,1.11889,0.5991,0.4638,0.2110,0.1678,7.2
23,256,0,0.2891,8889,-0.00123,0.47694,1.0890,0.00097,0.0055,1.0023,,1.10480,0.6088,0.4638,0.2068,0.1665,7.5
24,256,0,0.3164,9020,-0.00144,0.47665,1.0801,0.00105,0.0020,1.0026,,1.10269,0.6038,0.4665,0.2025,0.1575,7.6
25,256,0,0.3672,9240,-0.00945,0.48067,1.0776,0.00094,0.0082,1.0009,,1.09686,0.6041,0.4772,0.1983,0.1690,7.7
26,256,0,0.3594,8752,0.00091,0.46773,1.0461,0.00152,0.0077,1.0010,,1.11420,0.5974,0.4638,0.1941,0.1646,7.5
27,256,0,0.4062,8842,-0.00067,0.48507,1.0753,0.00138,0.0043,1.0019,,1.11305,0.6035,0.4638,0.1898,0.1910,7.7
28,256,0,0.3672,9137,-0.00169,0.49510,1.0801,0.00090,0.0010,1.0011,,1.10138,0.6072,0.4611,0.1856,0.1863,8.0
29,256,0,0.3535,9209,-0.00191,0.47532,1.0788,0.00168,0.0081,1.0008,,1.08912,0.6046,0.4638,0.1814,0.1920,7.6
30,256,0,0.3125,8776,-0.00180,0.46782,1.0761,0.00148,0.0048,1.0020,0.5500,1.08731,0.6057,0.4718,0.1771,0.1848,10.2
31,256,0,0.3418,9257,-0.00221,0.49789,1.0783,0.00126,0.0030,1.0014,,1.08295,0.6099,0.4584,0.1729,0.1928,7.5
32,256,0,0.4023,9277,-0.00155,0.47213,1.0669,0.00150,0.0081,0.9991,,1.09585,0.5987,0.4611,0.1686,0.2029,7.7
33,256,0,0.3438,9237,-0.01333,0.47322,1.0740,0.00274,0.0129,1.0008,,1.12219,0.5917,0.4638,0.1644,0.1849,7.1
34,256,0,0.3242,9182,-0.00117,0.51436,1.0709,0.00042,0.0003,1.0026,,1.08704,0.6080,0.4584,0.1602,0.1828,7.5
35,256,0,0.3477,9317,0.00147,0.49696,1.0242,0.00063,0.0040,1.0035,,1.09091,0.6030,0.4611,0.1559,0.1894,7.5
