agent,deck,archetype,share,games,wins,losses,draws,unfinished,winrate
agents/chandelure_rb,decks/fleet/chandelure_top.csv,archaludon,14.2857,200,186,14,0,0,0.9300
agents/chandelure_rb,decks/fleet/chandelure_top.csv,alakazam,14.2857,200,174,26,0,0,0.8700
agents/chandelure_rb,decks/fleet/chandelure_top.csv,thwackey_festival,14.2857,200,181,19,0,0,0.9050
agents/chandelure_rb,decks/fleet/chandelure_top.csv,crustle_prism,14.2857,200,188,12,0,0,0.9400
agents/chandelure_rb,decks/fleet/chandelure_top.csv,meganium_ogerpon,14.2857,200,187,13,0,0,0.9350
agents/chandelure_rb,decks/fleet/chandelure_top.csv,froslass_starmie,14.2857,200,70,130,0,0,0.3500
agents/chandelure_rb,decks/fleet/chandelure_top.csv,marnie,14.2857,200,131,69,0,0,0.6550
