iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.5820,9065,-0.00479,0.60135,0.9519,0.00244,0.0324,1.0005,,0.79461,0.7198,0.6397,0.5000,0.4132,7.6
2,256,0,0.5352,9494,-0.00264,0.58112,0.9505,0.00097,0.0124,1.0010,,0.78563,0.7284,0.6411,0.4949,0.4108,7.6
3,256,0,0.5430,9333,0.00307,0.58627,0.9654,0.00249,0.0109,1.0016,,0.77984,0.7290,0.6420,0.4898,0.3985,7.5
4,256,0,0.4961,9071,-0.00371,0.58799,0.9559,0.00110,0.0141,1.0012,,0.78538,0.7263,0.6392,0.4847,0.3811,7.4
5,256,0,0.5469,9025,-0.00353,0.58278,0.9280,0.00100,0.0085,1.0023,,0.77130,0.7321,0.6353,0.4797,0.3781,7.1
6,256,0,0.5312,8756,-0.00389,0.57417,0.9287,0.00181,0.0138,1.0018,,0.79355,0.7223,0.6374,0.4746,0.3588,7.1
7,256,0,0.5000,8977,-0.00413,0.58250,0.9218,0.00257,0.0212,1.0019,,0.77778,0.7280,0.6399,0.4695,0.3567,7.2
8,256,0,0.4531,8985,-0.00282,0.57498,0.9179,0.00208,0.0179,1.0021,,0.78981,0.7231,0.6385,0.4644,0.3658,7.4
9,256,0,0.4688,9016,-0.00223,0.57203,0.8994,0.00149,0.0061,1.0016,,0.78471,0.7261,0.6403,0.4593,0.3665,7.2
10,256,0,0.4922,9287,-0.00063,0.56190,0.9187,0.00215,0.0210,1.0004,0.6422,0.80445,0.7200,0.6401,0.4542,0.3623,13.8
11,256,0,0.5117,8885,-0.00355,0.58064,0.9446,0.00111,0.0127,1.0001,,0.80040,0.7240,0.6378,0.4492,0.3630,7.3
12,256,0,0.4414,9304,-0.00524,0.56872,0.9185,0.00170,0.0170,0.9994,,0.79269,0.7263,0.6396,0.4441,0.3398,7.6
13,256,0,0.5156,9057,-0.00308,0.57791,0.9291,0.00128,0.0197,1.0013,,0.76924,0.7288,0.6397,0.4390,0.3491,7.2
14,256,0,0.5000,8743,-0.00450,0.56265,0.9203,0.00120,0.0130,1.0016,,0.79015,0.7266,0.6380,0.4339,0.3404,7.1
15,256,0,0.4922,8700,-0.00277,0.54784,0.9286,0.00114,0.0115,1.0032,,0.78763,0.7250,0.6359,0.4288,0.3461,7.1
16,256,0,0.4844,9121,-0.00324,0.57548,0.9300,0.00212,0.0135,1.0038,,0.79568,0.7241,0.6388,0.4237,0.3346,7.5
17,256,0,0.4883,9044,-0.00353,0.57153,0.9090,0.00091,0.0111,1.0032,,0.78333,0.7236,0.6388,0.4186,0.3689,7.2
18,256,0,0.4219,8801,-0.00344,0.55836,0.8994,0.00104,0.0107,1.0032,,0.79493,0.7228,0.6413,0.4136,0.3553,7.0
19,256,0,0.5547,9258,0.00221,0.56362,0.9470,0.00245,0.0237,1.0030,,0.77827,0.7275,0.6416,0.4085,0.3749,7.6
20,256,0,0.4609,9169,-0.00332,0.51809,0.9145,0.00291,0.0312,1.0026,0.6853,0.80079,0.7215,0.6385,0.4034,0.3495,13.3
21,256,0,0.5312,9252,-0.00157,0.55356,0.9485,0.00277,0.0280,1.0052,,0.77463,0.7272,0.6399,0.3983,0.3552,7.4
22,256,0,0.4844,9270,-0.00701,0.54496,0.9097,0.00248,0.0215,1.0036,,0.79508,0.7224,0.6396,0.3932,0.3469,7.5
23,256,0,0.4922,9231,-0.00299,0.57784,0.9225,0.00310,0.0287,1.0017,,0.79303,0.7249,0.6421,0.3881,0.3524,6.8
24,256,0,0.5234,9288,0.00062,0.57723,0.9321,0.00328,0.0191,1.0010,,0.77804,0.7292,0.6412,0.3831,0.3691,7.5
25,256,0,0.4805,8993,-0.00266,0.55701,0.8994,0.00082,0.0117,1.0010,,0.77923,0.7310,0.6401,0.3780,0.3538,7.3
26,256,0,0.4844,8988,-0.00358,0.57282,0.8851,0.00231,0.0166,1.0014,,0.79940,0.7222,0.6388,0.3729,0.3779,7.2
27,256,0,0.5352,9522,-0.00636,0.56845,0.9056,0.00176,0.0161,1.0013,,0.79607,0.7239,0.6399,0.3678,0.3692,7.5
28,256,0,0.5000,8901,-0.00455,0.56345,0.9132,0.00154,0.0146,1.0024,,0.78635,0.7265,0.6374,0.3627,0.3715,7.4
29,256,0,0.5117,9072,-0.00373,0.56593,0.9152,0.00103,0.0121,1.0026,,0.79437,0.7198,0.6370,0.3576,0.3801,7.3
30,256,0,0.4688,9104,-0.00286,0.56652,0.9184,0.00109,0.0093,1.0019,0.6624,0.78218,0.7253,0.6414,0.3525,0.3792,13.1
31,256,0,0.5234,8880,-0.00450,0.53193,0.8995,0.00167,0.0139,1.0009,,0.77703,0.7216,0.6413,0.3475,0.4054,7.2
32,256,0,0.4141,9641,-0.00328,0.55364,0.8858,0.00202,0.0117,1.0012,,0.79141,0.7193,0.6411,0.3424,0.3614,7.9
33,256,0,0.5312,9049,-0.00474,0.57205,0.8986,0.00184,0.0116,1.0029,,0.79125,0.7283,0.6401,0.3373,0.3730,7.4
34,256,0,0.5430,9252,-0.01066,0.57515,0.9264,0.00208,0.0249,1.0034,,0.80044,0.7225,0.6428,0.3322,0.3668,7.5
35,256,0,0.5156,9116,-0.00305,0.56508,0.9030,0.00194,0.0235,1.0032,,0.79891,0.7173,0.6404,0.3271,0.3907,7.3
36,256,0,0.5469,8501,-0.00060,0.55555,0.9342,0.00133,0.0067,1.0027,,0.79149,0.7172,0.6391,0.3220,0.3691,7.0
37,256,0,0.5195,8659,-0.00537,0.53943,0.9275,0.00137,0.0131,1.0033,,0.77255,0.7299,0.6420,0.3169,0.3827,7.0
38,256,0,0.5234,9018,-0.00331,0.55336,0.9113,0.00293,0.0137,1.0038,,0.78914,0.7215,0.6372,0.3119,0.3991,7.4
