iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.6738,9426,-0.00277,0.55817,1.2283,0.00378,0.0200,1.0003,,1.05526,0.6151,0.6116,0.5000,0.4500,7.9
2,256,0,0.6836,9436,-0.00308,0.53465,1.1902,0.00273,0.0195,0.9992,,1.05428,0.6144,0.6061,0.4949,0.4285,7.5
3,256,0,0.6602,9400,-0.00457,0.54985,1.2325,0.00214,0.0120,0.9989,,1.05523,0.6152,0.6080,0.4898,0.4444,7.8
4,256,0,0.6992,8730,-0.00180,0.49867,1.2281,0.00032,0.0026,0.9983,,1.06372,0.6128,0.6077,0.4847,0.4703,7.2
5,256,0,0.6523,8836,-0.00146,0.49627,1.2233,0.00197,0.0139,0.9986,,1.04881,0.6194,0.6069,0.4797,0.4746,7.3
6,256,0,0.6738,9372,-0.00206,0.50127,1.2194,0.00183,0.0073,0.9990,,1.05290,0.6177,0.6039,0.4746,0.4822,7.8
7,256,0,0.6406,9170,-0.00258,0.50140,1.2065,0.00412,0.0253,1.0003,,1.05832,0.6138,0.6094,0.4695,0.4753,7.6
8,256,0,0.6328,9018,-0.00181,0.49237,1.2079,0.00138,0.0048,1.0008,,1.06409,0.6170,0.6096,0.4644,0.4544,7.7
9,256,0,0.6602,9140,-0.00277,0.49619,1.2024,0.00146,0.0023,1.0016,,1.04120,0.6258,0.6135,0.4593,0.4460,7.5
10,256,0,0.6719,9252,-0.00633,0.49320,1.1950,0.00248,0.0155,1.0022,0.8578,1.05287,0.6161,0.6091,0.4542,0.4940,13.4
11,256,0,0.7266,9361,-0.00314,0.44168,1.2134,0.00241,0.0168,1.0026,,1.06343,0.6113,0.6105,0.4492,0.5073,7.5
12,256,0,0.6836,8937,-0.00159,0.45334,1.1673,0.00092,0.0017,1.0031,,1.04846,0.6177,0.6160,0.4441,0.5387,7.6
13,256,0,0.7109,9065,-0.00298,0.46644,1.1706,0.00176,0.0107,1.0028,,1.04281,0.6227,0.6102,0.4390,0.5771,7.6
14,256,0,0.6992,9574,-0.00013,0.44994,1.1796,0.00118,0.0078,1.0020,,1.05166,0.6168,0.6121,0.4339,0.5859,7.6
15,256,0,0.6523,9293,0.00435,0.47595,1.1952,0.00176,0.0110,1.0018,,1.05687,0.6095,0.6074,0.4288,0.5795,7.7
16,256,0,0.6953,8734,-0.00329,0.46941,1.1722,0.00231,0.0181,1.0013,,1.04988,0.6147,0.6066,0.4237,0.5744,7.3
17,256,0,0.6934,9112,-0.00211,0.46295,1.1751,0.00146,0.0104,1.0021,,1.05807,0.6115,0.6063,0.4186,0.5671,7.4
18,256,0,0.6992,9127,-0.00368,0.45228,1.1877,0.00255,0.0264,1.0030,,1.06347,0.6133,0.6096,0.4136,0.5816,7.3
19,256,0,0.6719,9167,-0.00367,0.45176,1.2065,0.00389,0.0179,1.0038,,1.04851,0.6122,0.6143,0.4085,0.5531,7.4
20,256,0,0.6719,9515,-0.00228,0.46313,1.1682,0.00262,0.0200,1.0052,0.6667,1.06191,0.6137,0.6118,0.4034,0.5467,13.4
21,256,0,0.6914,9288,-0.00511,0.45990,1.1834,0.00144,0.0100,1.0042,,1.05028,0.6161,0.6094,0.3983,0.5398,7.5
22,256,0,0.6562,9371,-0.00827,0.47567,1.1917,0.00307,0.0248,1.0036,,1.04833,0.6164,0.6072,0.3932,0.4968,7.7
23,256,0,0.6836,9280,-0.00281,0.46686,1.1840,0.00299,0.0188,1.0033,,1.06165,0.6188,0.6063,0.3881,0.5228,7.8
24,256,0,0.6855,9239,-0.01351,0.48588,1.1519,0.00283,0.0164,1.0043,,1.03653,0.6185,0.6077,0.3831,0.5326,7.7
25,256,0,0.6992,9733,-0.00113,0.47850,1.2068,0.00189,0.0096,1.0051,,1.05802,0.6105,0.6083,0.3780,0.5406,8.1
26,256,0,0.7031,8889,-0.00354,0.43355,1.1736,0.00267,0.0237,1.0048,,1.03651,0.6232,0.6055,0.3729,0.5361,7.3
27,256,0,0.6914,9168,-0.00328,0.43042,1.1801,0.00115,0.0117,1.0052,,1.04760,0.6172,0.6058,0.3678,0.5341,7.6
28,256,0,0.7188,8965,-0.00316,0.43594,1.1451,0.00165,0.0243,1.0054,,1.06010,0.6136,0.6091,0.3627,0.5585,7.6
29,256,0,0.6875,9207,-0.00257,0.45249,1.1697,0.00169,0.0079,1.0058,,1.04703,0.6151,0.6129,0.3576,0.5559,7.5
30,256,0,0.7227,8901,-0.00434,0.44807,1.1769,0.00318,0.0122,1.0060,0.8362,1.04525,0.6168,0.6121,0.3525,0.5806,13.1
31,256,0,0.7188,9637,-0.00269,0.44215,1.1815,0.00248,0.0140,1.0060,,1.05529,0.6164,0.6124,0.3475,0.5564,7.7
32,256,0,0.7500,9499,-0.00247,0.42246,1.1741,0.00134,0.0108,1.0068,,1.04957,0.6122,0.6096,0.3424,0.5500,7.6
33,256,0,0.6875,9533,-0.00165,0.43766,1.1756,0.00314,0.0133,1.0075,,1.04870,0.6175,0.6055,0.3373,0.5584,7.7
34,256,0,0.6914,9343,-0.00952,0.45003,1.1799,0.00147,0.0083,1.0078,,1.04745,0.6198,0.6072,0.3322,0.5607,7.7
35,256,0,0.7266,9424,-0.00212,0.44058,1.1852,0.00294,0.0126,1.0086,,1.05534,0.6178,0.6066,0.3271,0.5670,7.7
36,256,0,0.7305,9345,-0.00908,0.43678,1.1578,0.00033,0.0144,1.0095,,1.05086,0.6171,0.6028,0.3220,0.5864,7.6
37,256,0,0.7266,9562,-0.00719,0.45507,1.1768,0.00209,0.0172,1.0092,,1.02583,0.6293,0.6058,0.3169,0.5838,7.6
38,256,0,0.7109,9480,-0.00734,0.43246,1.1721,0.00189,0.0145,1.0094,,1.03913,0.6231,0.6083,0.3119,0.5712,7.6
39,256,0,0.7070,9563,-0.00270,0.42942,1.1425,0.00311,0.0126,1.0108,,1.04868,0.6218,0.6085,0.3068,0.5889,7.9
40,256,0,0.7070,9988,-0.00232,0.46843,1.1632,0.00229,0.0062,1.0096,0.7443,1.05351,0.6210,0.6080,0.3017,0.6060,13.9
41,256,0,0.6797,9652,-0.00507,0.46439,1.1573,0.00277,0.0173,1.0092,,1.05512,0.6148,0.6085,0.2966,0.5892,7.6
42,256,0,0.6914,9721,-0.00184,0.46991,1.1898,0.00116,0.0129,1.0103,,1.03341,0.6248,0.6099,0.2915,0.6012,7.8
43,256,0,0.7578,9893,-0.00433,0.44462,1.1834,0.00382,0.0191,1.0095,,1.05122,0.6078,0.6072,0.2864,0.6152,7.7
44,256,0,0.7266,9507,-0.00400,0.41048,1.1632,0.00081,0.0017,1.0103,,1.05596,0.6178,0.6055,0.2814,0.5890,7.6
45,256,0,0.7617,9375,0.00159,0.43180,1.1439,0.00146,0.0050,1.0108,,1.05920,0.6132,0.6058,0.2763,0.6161,7.8
46,256,0,0.7578,9747,-0.00489,0.41252,1.1575,0.00109,0.0130,1.0104,,1.04120,0.6223,0.6080,0.2712,0.6549,7.9
47,256,0,0.6758,8866,-0.00147,0.43720,1.1727,0.00155,0.0095,1.0107,,1.05367,0.6159,0.6074,0.2661,0.6312,7.2
48,256,0,0.6875,9520,-0.00348,0.44221,1.1608,0.00107,0.0120,1.0107,,1.04250,0.6226,0.6047,0.2610,0.6178,7.7
49,256,0,0.7344,9449,-0.00426,0.41794,1.1550,0.00168,0.0102,1.0107,,1.05313,0.6202,0.6063,0.2559,0.6093,7.6
50,256,0,0.7734,9347,0.00187,0.40267,1.1784,0.00191,0.0119,1.0114,0.8060,1.05445,0.6170,0.6091,0.2508,0.6151,13.6
51,256,0,0.6953,9566,-0.00197,0.43379,1.1768,0.00261,0.0188,1.0120,,1.04599,0.6209,0.6039,0.2458,0.6104,7.6
52,256,0,0.7617,9175,-0.00342,0.40477,1.1481,0.00173,0.0106,1.0126,,1.05375,0.6145,0.6052,0.2407,0.6503,7.6
53,256,0,0.7070,9054,-0.00341,0.40842,1.1406,0.00190,0.0092,1.0136,,1.04828,0.6138,0.6096,0.2356,0.6242,7.3
54,256,0,0.7734,9442,-0.00191,0.39413,1.1268,0.00219,0.0193,1.0136,,1.05601,0.6109,0.6083,0.2305,0.6550,7.6
55,256,0,0.7969,9193,-0.00239,0.34606,1.1267,0.00110,0.0107,1.0143,,1.04492,0.6184,0.6047,0.2254,0.6537,7.5
56,256,0,0.7734,9250,0.00728,0.37775,1.1548,0.00286,0.0204,1.0145,,1.04925,0.6161,0.6077,0.2203,0.6635,7.7
57,256,0,0.7461,9169,-0.00294,0.39218,1.1474,0.00210,0.0121,1.0151,,1.03994,0.6211,0.6105,0.2153,0.6674,7.4
58,256,0,0.6797,9293,-0.00406,0.43764,1.1489,0.00303,0.0222,1.0160,,1.05098,0.6116,0.6085,0.2102,0.6047,7.7
59,256,0,0.7266,9486,-0.00567,0.44886,1.1125,0.00291,0.0196,1.0153,,1.05639,0.6117,0.6091,0.2051,0.5906,7.8
60,256,0,0.7109,9941,-0.00246,0.45456,1.1374,0.00171,0.0045,1.0144,0.8132,1.04972,0.6121,0.6047,0.2000,0.5857,14.0
