iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.4883,9442,-0.00107,0.55668,0.7686,0.00354,0.0261,1.0010,,0.78105,0.7166,0.6116,0.5000,0.3944,7.9
2,256,0,0.4062,10088,-0.00208,0.54585,0.7415,0.00058,0.0093,1.0016,,0.76088,0.7216,0.6044,0.4949,0.2949,8.0
3,256,0,0.4570,8889,-0.00201,0.50454,0.7032,0.00146,0.0058,1.0036,,0.78843,0.7116,0.5942,0.4898,0.2517,7.1
4,256,0,0.4258,9886,-0.00120,0.53307,0.7084,0.00063,0.0055,1.0044,,0.77644,0.7154,0.5948,0.4847,0.2284,7.6
5,256,0,0.4062,9411,-0.00578,0.51711,0.6987,0.00152,0.0089,1.0058,,0.78174,0.7166,0.5966,0.4797,0.2177,7.5
6,256,0,0.4023,10117,-0.00097,0.51368,0.6948,0.00052,0.0109,1.0056,,0.77498,0.7202,0.5972,0.4746,0.2202,8.0
7,256,0,0.4180,9568,0.00012,0.53417,0.6919,0.00040,0.0044,1.0055,,0.78419,0.7149,0.6056,0.4695,0.2177,7.6
8,256,0,0.3633,9681,-0.00107,0.50742,0.7165,0.00050,0.0024,1.0050,,0.79272,0.7102,0.5978,0.4644,0.2318,7.5
9,256,0,0.4453,9547,-0.00325,0.52193,0.6865,0.00007,0.0000,1.0061,,0.77451,0.7141,0.6032,0.4593,0.2312,7.6
10,256,0,0.3945,9946,-0.00145,0.51903,0.7069,0.00065,0.0023,1.0061,0.6710,0.78066,0.7137,0.6026,0.4542,0.2233,14.7
11,256,0,0.3984,9877,-0.00041,0.50251,0.7237,0.00073,0.0053,1.0060,,0.75969,0.7204,0.6080,0.4492,0.2313,7.7
12,256,0,0.4102,9734,-0.00356,0.53644,0.6929,0.00036,0.0025,1.0074,,0.76674,0.7222,0.6014,0.4441,0.2308,7.6
13,256,0,0.3906,9892,-0.00088,0.53069,0.6933,0.00018,0.0020,1.0090,,0.76301,0.7210,0.6002,0.4390,0.2107,7.6
14,256,0,0.3672,9946,-0.00068,0.51517,0.6861,0.00060,0.0010,1.0082,,0.77862,0.7142,0.6056,0.4339,0.1969,7.7
15,256,0,0.4062,9462,-0.00206,0.48421,0.7016,0.00046,0.0018,1.0085,,0.76799,0.7165,0.6116,0.4288,0.2060,7.5
16,256,0,0.3789,9666,-0.00128,0.48708,0.6965,0.00097,0.0020,1.0096,,0.77696,0.7111,0.6050,0.4237,0.2052,7.6
17,256,0,0.4531,9962,-0.00098,0.50884,0.7061,0.00119,0.0078,1.0093,,0.77794,0.7150,0.6020,0.4186,0.2276,7.8
18,256,0,0.3516,9791,-0.00156,0.49632,0.6807,0.00181,0.0084,1.0090,,0.75628,0.7226,0.6014,0.4136,0.2159,7.7
19,256,0,0.3711,9695,0.00012,0.48572,0.6986,0.00138,0.0038,1.0096,,0.78913,0.7145,0.6140,0.4085,0.2060,7.6
20,256,0,0.3438,9691,-0.00065,0.47146,0.6994,0.00146,0.0052,1.0099,0.6681,0.76330,0.7221,0.6044,0.4034,0.1806,14.6
21,256,0,0.4609,9637,0.00012,0.51082,0.6846,0.00053,0.0031,1.0102,,0.75281,0.7245,0.6074,0.3983,0.2075,7.5
22,256,0,0.3789,9780,-0.00132,0.48680,0.6722,0.00171,0.0068,1.0111,,0.76215,0.7197,0.6008,0.3932,0.2124,7.6
23,256,0,0.4102,10039,-0.00008,0.49777,0.6666,0.00070,0.0010,1.0116,,0.77156,0.7168,0.6026,0.3881,0.1987,7.8
24,256,0,0.3945,9698,-0.00466,0.47339,0.6524,0.00148,0.0110,1.0129,,0.76347,0.7183,0.6092,0.3831,0.1876,7.8
25,256,0,0.4297,10064,-0.00099,0.49938,0.6773,0.00152,0.0107,1.0124,,0.77928,0.7160,0.6098,0.3780,0.2210,7.8
26,256,0,0.3867,9568,0.00058,0.48648,0.6837,0.00021,0.0023,1.0131,,0.77998,0.7147,0.6032,0.3729,0.1915,7.8
27,256,0,0.4258,9459,0.00046,0.47813,0.6662,0.00074,0.0038,1.0138,,0.75841,0.7195,0.6110,0.3678,0.2125,7.7
28,256,0,0.4141,9822,-0.00107,0.49815,0.6782,0.00053,0.0066,1.0134,,0.77257,0.7188,0.6146,0.3627,0.2309,7.9
29,256,0,0.4062,9942,-0.00200,0.48626,0.7032,0.00158,0.0115,1.0147,,0.77347,0.7168,0.6122,0.3576,0.2225,7.8
30,256,0,0.4102,9801,-0.00156,0.48966,0.6805,0.00105,0.0031,1.0152,0.6796,0.76224,0.7206,0.6104,0.3525,0.2260,14.9
31,256,0,0.3711,9523,-0.00430,0.49128,0.6630,0.00141,0.0047,1.0146,,0.78191,0.7145,0.6068,0.3475,0.2331,7.7
32,256,0,0.4102,9799,-0.00198,0.50056,0.6632,0.00094,0.0039,1.0150,,0.76815,0.7190,0.6026,0.3424,0.2351,7.6
33,256,0,0.4258,9816,-0.00110,0.50445,0.6783,0.00106,0.0075,1.0153,,0.77182,0.7164,0.6074,0.3373,0.2420,7.6
34,256,0,0.4258,10000,-0.00224,0.50835,0.6431,0.00027,0.0051,1.0168,,0.75017,0.7246,0.5990,0.3322,0.2607,7.9
35,256,0,0.4219,9898,-0.00018,0.47542,0.6495,0.00055,0.0010,1.0164,,0.75475,0.7263,0.5960,0.3271,0.2496,7.8
36,256,0,0.4023,9801,-0.00069,0.47382,0.6441,0.00049,0.0038,1.0165,,0.75450,0.7252,0.6002,0.3220,0.2719,7.8
37,256,0,0.4297,10182,-0.00146,0.47990,0.6455,0.00064,0.0027,1.0170,,0.73566,0.7303,0.6026,0.3169,0.2707,8.0
38,256,0,0.4609,9985,-0.00083,0.48884,0.6578,0.00161,0.0068,1.0175,,0.76273,0.7227,0.6074,0.3119,0.2598,7.9
39,256,0,0.4297,9991,-0.00044,0.47768,0.6589,0.00076,0.0033,1.0170,,0.77305,0.7150,0.6062,0.3068,0.2692,7.9
40,256,0,0.3828,9893,-0.00101,0.46199,0.6481,0.00082,0.0038,1.0167,0.6667,0.74231,0.7324,0.6062,0.3017,0.2363,14.5
41,256,0,0.3945,9955,-0.00188,0.50448,0.6835,0.00107,0.0035,1.0161,,0.75897,0.7168,0.6098,0.2966,0.2574,7.8
42,256,0,0.3398,9284,-0.00593,0.47094,0.6587,0.00073,0.0034,1.0169,,0.76367,0.7165,0.6092,0.2915,0.2115,7.4
43,256,0,0.4648,9669,-0.00032,0.50286,0.6437,0.00138,0.0058,1.0171,,0.75257,0.7230,0.6050,0.2864,0.2252,7.6
