iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.4961,8921,-0.00134,0.59144,1.1170,0.00173,0.0039,1.0014,,1.12887,0.5917,0.4665,0.3000,0.4029,7.7
2,256,0,0.5117,8677,-0.00031,0.54512,1.1061,0.00138,0.0068,1.0008,,1.12030,0.5962,0.4665,0.2958,0.3469,7.4
3,256,0,0.4219,9118,-0.00181,0.53901,1.1203,0.00156,0.0063,1.0020,,1.14408,0.5884,0.4745,0.2915,0.3086,7.8
4,256,0,0.4492,8879,-0.00130,0.52736,1.1182,0.00039,0.0026,1.0029,,1.12830,0.5961,0.4665,0.2873,0.2885,7.4
5,256,0,0.3945,8537,-0.00023,0.52132,1.0983,0.00054,0.0000,1.0027,,1.12837,0.5865,0.4638,0.2831,0.2608,7.1
6,256,0,0.4316,8297,0.00605,0.50539,1.1066,0.00112,0.0064,1.0010,,1.13440,0.5916,0.4611,0.2788,0.2504,7.0
7,256,0,0.3242,8679,-0.00174,0.50454,1.1507,0.00125,0.0083,0.9998,,1.12693,0.5930,0.4665,0.2746,0.2331,7.1
8,256,0,0.3242,8310,0.00545,0.49024,1.1090,0.00070,0.0042,1.0005,,1.11801,0.5956,0.4665,0.2703,0.1995,7.0
9,256,0,0.3867,8566,-0.00221,0.50662,1.1112,0.00034,0.0014,1.0003,,1.12532,0.5839,0.4665,0.2661,0.1927,7.2
10,256,0,0.4062,8789,-0.00047,0.49745,1.1281,0.00056,0.0015,1.0014,0.5250,1.11598,0.5894,0.4718,0.2619,0.2029,10.2
11,256,0,0.3535,8821,-0.00232,0.48806,1.1131,0.00069,0.0070,1.0022,,1.12081,0.5939,0.4638,0.2576,0.1946,7.3
12,256,0,0.3574,8210,0.00077,0.48268,1.1280,0.00262,0.0103,1.0006,,1.11279,0.6013,0.4665,0.2534,0.1886,7.1
13,256,0,0.3242,8355,-0.00669,0.49636,1.1398,0.00061,0.0064,0.9995,,1.12530,0.5940,0.4772,0.2492,0.1741,7.0
14,256,0,0.3906,8935,-0.00114,0.51354,1.1153,0.00067,0.0027,1.0006,,1.13235,0.5940,0.4772,0.2449,0.1898,7.4
15,256,0,0.3633,8580,-0.00278,0.48027,1.1203,0.00141,0.0107,1.0004,,1.10595,0.6072,0.4826,0.2407,0.1787,7.1
16,256,0,0.3750,8545,-0.00199,0.46565,1.0957,0.00154,0.0096,1.0009,,1.11704,0.6004,0.4772,0.2364,0.1807,7.2
17,256,0,0.4062,8765,0.00100,0.47474,1.1012,0.00126,0.0044,1.0013,,1.12384,0.5967,0.4799,0.2322,0.1948,7.2
18,256,0,0.3633,8603,-0.00442,0.48214,1.1288,0.00036,0.0003,1.0007,,1.12982,0.5954,0.4799,0.2280,0.1996,7.1
19,256,0,0.3594,8249,-0.00395,0.49011,1.1186,0.00182,0.0092,1.0028,,1.08626,0.6054,0.4772,0.2237,0.2103,7.0
20,256,0,0.3887,8578,0.00130,0.47749,1.0824,0.00292,0.0218,1.0027,0.6750,1.11088,0.5942,0.4745,0.2195,0.2143,10.4
21,256,0,0.3457,8541,-0.00031,0.48718,1.1107,0.00109,0.0056,1.0013,,1.12233,0.5923,0.4718,0.2153,0.1974,7.0
22,256,0,0.3438,8858,-0.00142,0.47853,1.1025,0.00035,0.0001,1.0019,,1.12654,0.5980,0.4638,0.2110,0.1974,7.2
23,256,0,0.3438,8436,-0.00006,0.46071,1.0977,0.00107,0.0018,1.0032,,1.10859,0.6034,0.4692,0.2068,0.1895,7.2
24,256,0,0.3926,8282,-0.00025,0.45505,1.1040,0.00068,0.0023,1.0052,,1.10052,0.6050,0.4638,0.2025,0.1999,6.8
25,256,0,0.3125,8328,-0.00221,0.46585,1.0846,0.00062,0.0036,1.0067,,1.09490,0.6044,0.4558,0.1983,0.1913,7.0
26,256,0,0.3867,8543,-0.00131,0.45599,1.1107,0.00059,0.0041,1.0073,,1.11960,0.5903,0.4584,0.1941,0.1986,7.3
27,256,0,0.4766,8785,-0.00104,0.46965,1.1172,0.00100,0.0033,1.0069,,1.11058,0.6033,0.4692,0.1898,0.2227,7.3
28,256,0,0.3906,8826,-0.00370,0.49332,1.1193,0.00237,0.0186,1.0064,,1.12382,0.5945,0.4718,0.1856,0.2228,7.5
29,256,0,0.3750,8698,-0.00120,0.49131,1.1051,0.00076,0.0013,1.0061,,1.09808,0.6026,0.4638,0.1814,0.2206,7.3
30,256,0,0.4043,8706,-0.00068,0.46284,1.0958,0.00111,0.0028,1.0057,0.5750,1.09785,0.6034,0.4692,0.1771,0.2286,10.3
31,256,0,0.3633,8535,0.00028,0.45087,1.0701,0.00017,0.0005,1.0056,,1.08493,0.6148,0.4692,0.1729,0.2193,7.0
32,256,0,0.3828,8970,-0.00089,0.49282,1.1155,0.00025,0.0013,1.0051,,1.09098,0.6060,0.4772,0.1686,0.2299,7.5
33,256,0,0.3555,8652,-0.00004,0.47534,1.0738,0.00028,0.0000,1.0050,,1.11818,0.5957,0.4772,0.1644,0.2202,7.4
34,256,0,0.4102,8452,-0.00151,0.47636,1.0870,0.00101,0.0046,1.0054,,1.08814,0.6108,0.4799,0.1602,0.2335,7.0
35,256,0,0.3906,8789,-0.00226,0.46428,1.0984,0.00093,0.0056,1.0043,,1.09491,0.6066,0.4799,0.1559,0.2407,7.4
36,256,0,0.3477,8402,0.00531,0.46361,1.0838,-0.00002,0.0001,1.0035,,1.08451,0.6074,0.4772,0.1517,0.2250,6.9
37,256,0,0.4062,8642,-0.00168,0.48019,1.0993,0.00036,0.0064,1.0045,,1.08464,0.6090,0.4826,0.1475,0.2347,7.1
38,256,0,0.3750,8688,-0.00133,0.46988,1.1035,0.00114,0.0019,1.0044,,1.11137,0.6075,0.4826,0.1432,0.2243,7.3
39,256,0,0.3711,8731,-0.00243,0.44781,1.0791,0.00136,0.0066,1.0049,,1.09872,0.6077,0.4772,0.1390,0.2273,7.5
40,256,0,0.3887,8971,-0.00213,0.47832,1.1025,0.00138,0.0146,1.0048,0.5750,1.09058,0.6042,0.4718,0.1347,0.2385,10.2
41,256,0,0.3867,8679,-0.00215,0.46221,1.1054,0.00089,0.0030,1.0036,,1.10209,0.5944,0.4692,0.1305,0.2432,7.2
42,256,0,0.3906,8774,-0.00299,0.46613,1.0585,0.00009,0.0044,1.0036,,1.09786,0.6000,0.4611,0.1263,0.2332,7.3
43,256,0,0.4062,8598,-0.00080,0.45979,1.0741,0.00170,0.0067,1.0032,,1.08652,0.6117,0.4665,0.1220,0.2359,7.3
44,256,0,0.3672,8319,-0.00032,0.50582,1.0710,0.00177,0.0154,1.0034,,1.08921,0.6084,0.4692,0.1178,0.2388,7.0
45,256,0,0.3516,8403,-0.00292,0.47254,1.0731,0.00104,0.0055,1.0036,,1.12120,0.5956,0.4692,0.1136,0.2383,7.1
46,256,0,0.4082,8991,-0.00176,0.48826,1.0617,0.00188,0.0072,1.0038,,1.09096,0.5967,0.4611,0.1093,0.2447,7.4
47,256,0,0.4805,8860,-0.00046,0.47003,1.0826,0.00129,0.0024,1.0032,,1.09121,0.5996,0.4665,0.1051,0.2775,7.4
48,256,0,0.4062,8437,0.00285,0.45611,1.0682,0.00101,0.0052,1.0036,,1.10324,0.5962,0.4638,0.1008,0.2683,7.0
49,256,0,0.3477,8687,-0.00361,0.47807,1.0914,0.00074,0.0062,1.0037,,1.09074,0.6043,0.4718,0.0966,0.2453,7.3
50,256,0,0.3984,8742,-0.00156,0.46914,1.0891,0.00063,0.0047,1.0042,0.7500,1.10671,0.5964,0.4745,0.0924,0.2438,10.4
51,256,0,0.4023,8806,-0.00143,0.50571,1.0545,0.00156,0.0015,1.0047,,1.09325,0.6036,0.4745,0.0881,0.2592,7.2
52,256,0,0.4531,8961,-0.00134,0.47381,1.0467,0.00060,0.0023,1.0049,,1.10003,0.5992,0.4611,0.0839,0.2694,7.5
53,256,0,0.3945,8397,-0.00488,0.48409,1.0281,0.00154,0.0084,1.0054,,1.09538,0.6061,0.4772,0.0797,0.2404,7.1
54,256,0,0.4219,8518,-0.00265,0.49446,1.0497,0.00052,0.0037,1.0066,,1.10705,0.5935,0.4745,0.0754,0.2520,7.0
55,256,0,0.4453,8664,-0.00328,0.46692,1.0363,0.00115,0.0133,1.0066,,1.10338,0.5956,0.4745,0.0712,0.2504,7.1
56,256,0,0.3867,8182,-0.00237,0.45777,1.0321,0.00172,0.0115,1.0075,,1.11788,0.5903,0.4692,0.0669,0.2477,6.8
57,256,0,0.4238,8576,-0.00072,0.45814,1.0277,0.00128,0.0007,1.0074,,1.12859,0.5917,0.4772,0.0627,0.2567,7.2
58,256,0,0.3164,8533,-0.00128,0.46868,1.0257,0.00129,0.0054,1.0079,,1.12638,0.5926,0.4718,0.0585,0.2368,7.1
59,256,0,0.3984,8650,-0.00422,0.45657,1.0414,0.00155,0.0021,1.0096,,1.11318,0.5988,0.4718,0.0542,0.2366,7.4
60,256,0,0.4375,9022,-0.00203,0.45947,1.0227,0.00073,0.0044,1.0121,0.7250,1.12792,0.5908,0.4638,0.0500,0.2569,10.6
