iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
1,256,0,0.2812,11399,-0.00060,0.58395,0.9149,0.00080,0.0023,1.0012,,0.91178,0.6654,0.6379,0.3000,0.4280,8.9
2,256,0,0.3242,11180,-0.00082,0.55432,0.9167,0.00026,0.0000,1.0007,,0.92483,0.6602,0.6420,0.2958,0.3775,8.7
3,256,0,0.3164,11153,-0.00087,0.56443,0.8946,0.00027,0.0004,0.9971,,0.91594,0.6578,0.6379,0.2915,0.3378,8.7
4,256,0,0.3047,11006,-0.00087,0.54638,0.8881,0.00051,0.0013,0.9978,,0.91229,0.6654,0.6461,0.2873,0.3176,8.7
5,256,0,0.3359,11052,-0.00128,0.55241,0.8819,0.00019,0.0002,0.9977,,0.92126,0.6543,0.6296,0.2831,0.2742,8.5
6,256,0,0.2734,11166,-0.00143,0.52655,0.8794,0.00080,0.0012,1.0009,,0.89750,0.6609,0.6379,0.2788,0.2305,8.5
7,256,0,0.3008,11698,-0.00210,0.54513,0.8938,0.00016,0.0034,0.9999,,0.91529,0.6554,0.6379,0.2746,0.2373,9.1
8,256,0,0.3320,11108,-0.00097,0.52492,0.8793,0.00038,0.0031,0.9991,,0.91167,0.6641,0.6543,0.2703,0.2218,8.5
9,256,0,0.3203,11590,0.00001,0.53095,0.8977,0.00052,0.0006,0.9956,,0.90691,0.6637,0.6337,0.2661,0.2539,9.2
10,256,0,0.3438,10781,-0.00001,0.50883,0.8999,0.00080,0.0039,0.9957,0.3250,0.91518,0.6605,0.6337,0.2619,0.2569,12.0
11,256,0,0.3086,10924,-0.00126,0.50358,0.8599,0.00076,0.0032,0.9965,,0.88637,0.6783,0.6296,0.2576,0.2447,8.4
12,256,0,0.3672,11480,-0.00299,0.53855,0.8728,0.00007,0.0021,0.9954,,0.91156,0.6672,0.6379,0.2534,0.2781,9.0
13,256,0,0.3242,11508,-0.00202,0.52348,0.8824,0.00042,0.0002,0.9938,,0.90689,0.6615,0.6337,0.2492,0.2663,8.9
14,256,0,0.3242,11158,-0.00158,0.52959,0.8852,0.00026,0.0051,0.9918,,0.90658,0.6668,0.6461,0.2449,0.2851,8.8
15,256,0,0.2617,10995,-0.00203,0.48499,0.8569,0.00048,0.0027,0.9944,,0.89230,0.6665,0.6420,0.2407,0.2257,8.4
16,256,0,0.3535,11388,-0.00376,0.52919,0.8769,0.00054,0.0006,0.9943,,0.89893,0.6649,0.6461,0.2364,0.2437,9.0
17,256,0,0.3711,11060,-0.00192,0.53290,0.8625,0.00090,0.0013,0.9965,,0.89705,0.6732,0.6296,0.2322,0.2729,8.8
