iter,games,unfinished,win_rate,steps,pg_loss,v_loss,entropy,approx_kl,clip_frac,beta,eval_wr,bc_loss,bc_acc,bc_holdout,bc_coef,adv_minwr,secs
59,256,0,0.2539,9514,-0.00364,0.36717,0.6815,0.00100,0.0060,1.0045,,0.78844,0.7181,0.6348,0.0542,0.1010,7.1
60,256,0,0.2578,9747,-0.00249,0.38476,0.6958,0.00129,0.0064,1.0037,0.7256,0.78608,0.7184,0.6343,0.0500,0.1007,13.2
1,256,0,0.3867,8926,-0.00358,0.57338,0.8744,0.00153,0.0165,1.0001,,0.76736,0.7274,0.6456,0.3000,0.3611,7.4
2,256,0,0.3555,9269,0.00079,0.52457,0.8443,0.00126,0.0073,0.9991,,0.78228,0.7186,0.6495,0.2958,0.2604,7.1
3,256,0,0.3242,9078,-0.00254,0.50238,0.8443,0.00051,0.0030,0.9997,,0.76942,0.7254,0.6461,0.2915,0.1943,7.1
4,256,0,0.3281,9195,-0.00278,0.49276,0.8463,0.00092,0.0063,0.9996,,0.77944,0.7270,0.6393,0.2873,0.1582,6.9
5,256,0,0.3867,9206,-0.00234,0.50888,0.8370,0.00095,0.0038,0.9994,,0.78107,0.7271,0.6427,0.2831,0.1371,7.0
6,256,0,0.3594,9290,-0.00286,0.51308,0.8539,0.00119,0.0057,1.0000,,0.76587,0.7246,0.6495,0.2788,0.1259,7.1
7,256,0,0.3398,9491,-0.00306,0.49868,0.8254,0.00145,0.0072,1.0000,,0.78101,0.7201,0.6495,0.2746,0.1159,7.3
8,256,0,0.2773,9083,-0.00225,0.47434,0.8428,0.00097,0.0075,0.9996,,0.78566,0.7207,0.6405,0.2703,0.1030,7.2
9,256,0,0.4141,9099,-0.00204,0.49983,0.8504,0.00102,0.0060,1.0005,,0.77468,0.7242,0.6439,0.2661,0.0802,6.8
10,256,0,0.2969,9510,0.00160,0.47701,0.8355,0.00041,0.0033,1.0013,0.5575,0.77526,0.7247,0.6490,0.2619,0.0698,13.2
11,256,0,0.3281,8977,-0.00289,0.45596,0.8216,0.00047,0.0045,1.0015,,0.76864,0.7249,0.6484,0.2576,0.0761,6.7
12,256,0,0.3516,9083,-0.00233,0.48787,0.8182,0.00098,0.0084,1.0008,,0.77660,0.7241,0.6495,0.2534,0.0825,7.2
13,256,0,0.3477,9588,-0.00411,0.49092,0.8175,0.00101,0.0033,1.0015,,0.78173,0.7220,0.6540,0.2492,0.0851,7.4
14,256,0,0.3555,9224,-0.01038,0.47141,0.7965,0.00108,0.0328,1.0023,,0.77906,0.7215,0.6586,0.2449,0.0679,7.2
15,256,0,0.3516,8855,-0.00252,0.44837,0.7910,0.00151,0.0152,1.0020,,0.78645,0.7232,0.6552,0.2407,0.0949,7.0
16,256,0,0.3281,9374,-0.00431,0.47321,0.8144,0.00102,0.0056,1.0018,,0.77909,0.7158,0.6512,0.2364,0.1194,7.3
17,256,0,0.3867,9069,-0.00200,0.48708,0.8243,0.00010,0.0030,1.0037,,0.77371,0.7294,0.6478,0.2322,0.1218,7.3
18,256,0,0.3750,9264,-0.00502,0.49884,0.8256,0.00154,0.0103,1.0027,,0.77052,0.7252,0.6484,0.2280,0.1148,7.0
19,256,0,0.3281,9595,-0.00472,0.44208,0.7998,0.00085,0.0156,1.0033,,0.77633,0.7228,0.6456,0.2237,0.0924,7.5
20,256,0,0.2734,9369,-0.00409,0.44870,0.7872,0.00207,0.0110,1.0029,0.6868,0.77044,0.7276,0.6467,0.2195,0.1009,13.1
21,256,0,0.3320,9448,-0.00364,0.46384,0.7960,0.00061,0.0038,1.0020,,0.77067,0.7283,0.6523,0.2153,0.0979,7.0
22,256,0,0.2734,9502,-0.00541,0.44855,0.7886,0.00038,0.0006,1.0020,,0.75657,0.7294,0.6501,0.2110,0.1045,7.3
23,256,0,0.2969,9401,-0.00267,0.42152,0.7834,0.00120,0.0033,1.0008,,0.76920,0.7291,0.6467,0.2068,0.1132,7.3
24,256,0,0.3906,9266,-0.00432,0.46026,0.8305,0.00166,0.0038,1.0008,,0.77837,0.7236,0.6473,0.2025,0.1001,7.1
25,256,0,0.3359,9380,-0.00269,0.46077,0.8105,0.00086,0.0057,1.0007,,0.77358,0.7312,0.6484,0.1983,0.1140,7.2
26,256,0,0.3242,9283,-0.00454,0.43916,0.8162,0.00163,0.0197,1.0011,,0.77975,0.7264,0.6490,0.1941,0.1086,7.1
27,256,0,0.3477,8977,-0.00152,0.47133,0.8137,0.00123,0.0057,1.0017,,0.77358,0.7230,0.6467,0.1898,0.0970,6.9
28,256,0,0.3086,9116,-0.00234,0.42516,0.7859,0.00110,0.0054,1.0030,,0.77351,0.7225,0.6501,0.1856,0.0882,7.1
29,256,0,0.3711,9428,-0.00360,0.45172,0.8068,0.00035,0.0047,1.0029,,0.76112,0.7281,0.6467,0.1814,0.0801,7.2
30,256,0,0.3438,9249,0.00719,0.45847,0.7924,0.00152,0.0118,1.0017,0.6566,0.77189,0.7275,0.6484,0.1771,0.0882,13.0
31,256,0,0.2852,9324,-0.00149,0.44632,0.7889,0.00134,0.0084,1.0014,,0.75804,0.7330,0.6467,0.1729,0.0964,7.2
32,256,0,0.3320,9530,-0.00368,0.44982,0.8159,0.00114,0.0058,1.0020,,0.75997,0.7320,0.6444,0.1686,0.0870,7.3
33,256,0,0.3477,9444,-0.00428,0.45209,0.7912,0.00139,0.0066,1.0026,,0.77844,0.7239,0.6478,0.1644,0.1234,7.2
34,256,0,0.3086,9116,-0.00290,0.43156,0.7775,0.00111,0.0059,1.0034,,0.77942,0.7201,0.6478,0.1602,0.1204,7.0
35,256,0,0.3359,9392,0.00486,0.45167,0.7931,0.00083,0.0047,1.0045,,0.78364,0.7236,0.6422,0.1559,0.1189,7.3
36,256,0,0.4023,9542,-0.00289,0.47845,0.7876,0.00056,0.0043,1.0055,,0.76784,0.7211,0.6467,0.1517,0.0968,7.4
37,256,0,0.3164,9482,-0.00216,0.43942,0.7930,0.00115,0.0091,1.0050,,0.76548,0.7281,0.6456,0.1475,0.1017,7.4
38,256,0,0.3789,9466,0.00115,0.47182,0.7914,0.00092,0.0083,1.0042,,0.77927,0.7226,0.6467,0.1432,0.1201,7.2
39,256,0,0.3164,9597,-0.00334,0.47244,0.7982,0.00186,0.0129,1.0041,,0.76107,0.7287,0.6507,0.1390,0.1081,7.4
40,256,0,0.3555,9459,-0.00075,0.45838,0.8094,0.00102,0.0060,1.0047,0.6624,0.78572,0.7211,0.6473,0.1347,0.1323,12.9
41,256,0,0.3711,9408,-0.00423,0.44759,0.7947,0.00126,0.0100,1.0047,,0.78427,0.7208,0.6495,0.1305,0.1238,7.1
42,256,0,0.3477,9291,0.00766,0.44194,0.7827,0.00177,0.0159,1.0042,,0.75750,0.7292,0.6490,0.1263,0.1173,7.2
43,256,0,0.3438,9137,-0.00265,0.43754,0.8066,0.00087,0.0074,1.0051,,0.77624,0.7242,0.6490,0.1220,0.0876,7.1
44,256,0,0.3242,9119,-0.00175,0.45503,0.8010,0.00117,0.0063,1.0041,,0.75057,0.7367,0.6501,0.1178,0.0953,7.2
45,256,0,0.3008,8921,-0.00224,0.44197,0.7880,0.00066,0.0009,1.0050,,0.75539,0.7338,0.6523,0.1136,0.1088,6.9
46,256,0,0.4180,9487,-0.00688,0.46648,0.8176,0.00251,0.0126,1.0048,,0.76694,0.7244,0.6580,0.1093,0.1062,7.4
47,256,0,0.3008,9586,-0.00347,0.46690,0.7685,0.00182,0.0178,1.0050,,0.76911,0.7277,0.6552,0.1051,0.1011,7.3
48,256,0,0.3398,9170,-0.00239,0.44608,0.7808,0.00073,0.0054,1.0038,,0.75134,0.7321,0.6439,0.1008,0.0934,7.1
49,256,0,0.3867,9417,-0.00803,0.44753,0.7636,0.00215,0.0186,1.0045,,0.75384,0.7365,0.6484,0.0966,0.1023,7.2
50,256,0,0.3438,9339,-0.00410,0.43960,0.7647,0.00093,0.0078,1.0056,0.7371,0.78914,0.7169,0.6490,0.0924,0.0943,13.2
51,256,0,0.3359,9580,-0.00453,0.46163,0.7565,0.00132,0.0060,1.0047,,0.78076,0.7162,0.6467,0.0881,0.1168,7.1
52,256,0,0.3711,9491,0.00057,0.47613,0.7866,0.00123,0.0102,1.0058,,0.76859,0.7234,0.6461,0.0839,0.1096,7.2
53,256,0,0.3633,9265,-0.00215,0.45040,0.7634,0.00243,0.0136,1.0066,,0.78156,0.7194,0.6461,0.0797,0.0958,7.1
54,256,0,0.3828,9281,-0.00529,0.43468,0.7600,0.00190,0.0139,1.0058,,0.77091,0.7254,0.6467,0.0754,0.0847,6.9
55,256,0,0.3555,8950,-0.00237,0.43062,0.7478,0.00241,0.0152,1.0060,,0.77183,0.7216,0.6484,0.0712,0.0824,6.8
56,256,0,0.3750,9335,0.00168,0.44454,0.7493,0.00114,0.0144,1.0051,,0.77260,0.7226,0.6518,0.0669,0.0881,7.0
57,256,0,0.3750,9152,-0.00280,0.45148,0.7553,0.00159,0.0159,1.0067,,0.80010,0.7176,0.6450,0.0627,0.1188,6.8
58,256,0,0.3945,9501,-0.00001,0.46673,0.7387,0.00014,0.0043,1.0070,,0.77719,0.7200,0.6484,0.0585,0.1253,7.2
59,256,0,0.3867,9239,-0.00664,0.45180,0.7411,0.00240,0.0046,1.0077,,0.79151,0.7109,0.6461,0.0542,0.1187,6.0
60,256,0,0.3438,9579,-0.00427,0.44847,0.7116,0.00083,0.0137,1.0066,0.6609,0.79307,0.7142,0.6461,0.0500,0.1164,13.0
